-12.79020568,-11.54794323
-18.18550438,-4.478736968
-15.09841066,-7.445048327
-16.77965214,-6.87624643
-15.79069679,-6.494075793
-16.28082526,-7.824872232
-13.88688132,-6.771789804
-14.16616165,-10.05093754
-16.53696827,-6.856095674
-19.00889767,-6.360920361
-20.7475789,-6.571620659
-12.97318021,-7.69149827
-15.92972374,-5.486864015
-9.52616295,-4.228058865
-18.96400116,-6.374754072
-14.70896437,-7.530088368
-15.30514869,-10.52673463
-15.62047442,-5.782343456
-14.34496818,-7.477906445
-16.91186605,-7.108580874
-12.86860992,-5.549770201
-18.43651886,-2.803995614
-12.96829042,-5.962079373
-16.14691345,-6.916932988
-17.81261379,-4.790908229
-13.67742054,-7.103833729
-16.08950968,-7.707994542
-17.14171319,-6.695582086
-16.07176276,-7.360501207
-17.89617067,-6.73947299
-16.01923831,-6.958739584
-16.01335451,-7.684777661
-16.07350498,-7.744573782
-13.10388382,-7.465218597
-10.28777618,-3.98734861
-16.19054567,-7.927895149
-13.35589843,-7.111747329
-18.33173523,-4.653410665
-17.42787549,-5.893932463
-14.46485008,-9.968844984
-17.64888217,-6.575369344
-15.96194608,-7.568719279
-12.52596982,-4.854961217
-16.00765964,-7.672739256
-15.95280453,-7.592550733
-15.81330621,-7.598790684
-15.00298145,-9.375291783
-16.00749876,-7.687547771
-10.1523447,-3.054747487
-16.01011219,-7.524603458
-21.00716653,-5.61401789
-15.77754934,-7.782620533
-19.4938364,-6.652404969
-13.17375068,-4.535512708
-17.52128606,-5.038642558
-15.9080873,-7.548059495
-15.84286241,-7.903664691
-15.23094036,-9.211489923
-15.82859163,-7.776875463
-14.4317039,-7.269411174
-13.85639286,-6.94453391
-15.71489768,-8.424535083
-16.0099112,-7.692647441
-17.5424303,-6.356936487
-19.99017239,-6.363863557
-14.67405801,-7.370232447
-13.46689932,-6.459049213
-15.73631578,-7.577955834
-20.46599274,-6.087248773
-16.18831994,-7.043386227
-14.94811518,-7.893233285
-16.04437055,-7.688244589
-15.62648933,-7.600082439
-22.82635313,-6.39260838
-15.96893767,-7.627581753
-16.13813039,-6.770532218
-14.74540715,-9.873329969
-15.92477583,-7.405154866
-15.99529697,-7.460162846
-17.10285561,-5.482534124
-17.25988592,-5.573217013
-18.56081189,-6.844869815
-13.03112241,-7.201280174
-13.78398183,-10.44302931
-16.43085445,-8.134068122
-14.12131972,-7.19847262
-15.32182071,-8.46816886
-15.82173635,-7.715969413
-16.16766258,-7.884378635
-11.43515839,-7.805734783
-15.99162486,-7.682661023
-15.9797449,-7.3925172
-16.98992103,-6.694250109
-16.02402255,-7.132249114
-15.62824706,-7.914273612
-16.05121322,-11.7927894
-17.1433468,-6.509416021
-14.90501686,-9.667485739
-17.70356715,-6.058264293
-15.41448914,-8.778767389
-16.33919751,-7.935878099
-10.18213954,-4.397152383
-15.93562713,-7.057136643
-12.22098498,-4.236509918
-15.48164253,-7.580297095
-13.39542828,-6.090200862
-18.94012745,-6.137730574
-17.1755862,-6.242257668
-16.01245618,-7.243880494
-15.86410422,-7.338985254
-15.28114797,-8.720806388
-16.20756426,-11.02145821
-15.99605017,-7.731561859
-15.37864608,-8.337440243
-16.0081456,-7.628007705
-19.76808899,-5.981845653
-18.06233012,-3.860939596
-14.84569553,-9.801266877
-15.31877369,-10.08661991
-14.8076075,-7.683292236
-17.30218187,-5.24936489
-16.2184124,-7.706182365
-19.1416604,-2.158922275
-16.33223642,-6.893754641
-15.66579027,-12.59914922
-22.25299372,-7.493410681
-16.25501927,-12.84940767
-16.07412367,-6.613761601
-21.06920633,-5.714384978
-15.72718626,-6.338520491
-15.74211297,-8.016207502
-17.51257174,-5.516389665
-15.71627512,-6.942768399
-14.80249876,-9.741151014
-16.52339863,-12.21751334
-17.50386149,-3.972285097
-14.8565588,-9.17151908
-13.61475808,-10.98215003
-15.33317636,-8.976292678
-15.7734397,-7.746108248
-15.68282393,-10.86251875
-16.35414925,-7.012883104
-15.51331767,-8.551409136
-18.4941116,-6.182654622
-16.77652258,-7.23289112
-12.75022358,-7.562714119
-21.55584645,-6.874875673
-11.42726685,-4.061759145
-15.82758051,-5.803172714
-15.19601005,-8.916668957
-12.4480524,-7.734666396
-15.6680092,-8.039699633
-15.86476355,-7.649256955
-11.60476708,-7.280014186
-18.16083232,-6.345725743
-17.39760529,-6.69782754
-15.99174445,-6.411991527
-15.93613426,-6.670100281
-16.09822349,-11.16944297
-15.99173453,-7.672566247
-15.96940128,-7.584907286
-16.03721684,-7.704594617
-15.590255,-6.082816327
-14.89796381,-7.663561905
-13.12741844,-5.48720025
-15.78745379,-8.191043029
-17.33719937,-5.439337789
-15.76905997,-7.065946856
-17.61697859,-5.576683213
-16.08308782,-7.251198792
-16.99205732,-5.674397111
-25.05034827,-6.140171185
-15.9541585,-7.469620786
-18.23133627,-6.665598237
-12.07426633,-8.011924649
-23.15988815,-6.964465699
-14.7999097,-9.521210756
-17.93967171,-3.245729515
-15.83681454,-7.574820689
-13.17913052,-6.249093069
-15.08652888,-9.90805737
-15.86143897,-7.144444297
-16.72596637,-7.522806333
-16.77762374,-7.107402898
-14.86154312,-7.496771056
-13.66829843,-6.733211033
-16.98830794,-6.878077385
-17.42476805,-5.668434229
-16.89782393,-7.364958626
-13.88003766,-7.331472747
-14.6225174,-7.494125726
-15.32235504,-7.521673795
-14.27711987,-7.393134503
-15.972071,-7.718466508
-13.38016771,-6.522762202
-15.69366358,-8.205550795
-10.58334301,-4.063537965
-23.75887404,-5.581009944
-10.58506755,-4.881712107
-13.71073935,-10.37163837
-15.85431983,-7.736984621
6.248945079,-12.52816853
-6.136780432,-6.518636918
2.302451487,-7.051444584
2.012499622,-7.277340343
2.20488144,-7.548077061
0.8208509441,-9.411952536
4.473944604,-0.4173716748
3.991441755,-3.470121023
2.929526838,-5.49415911
1.633486299,-9.635492237
5.654098534,-6.192611987
2.30600352,-8.484159542
4.40538631,-1.460855144
2.467881807,-8.501321232
9.750865573,-6.721788663
1.484713376,-2.463687199
-3.333833992,-14.82489587
-1.281095017,-6.828771595
2.390565734,-8.196979709
4.30511186,-12.55674718
7.222923504,-5.842407763
1.268056586,-6.999756284
1.990347057,-8.865293385
7.34437943,-5.873395494
-6.760253385,-6.754018455
1.311225076,-8.86550272
3.05640123,-5.172903441
2.423705017,-8.445342484
3.70768979,-7.03906013
2.155336701,-8.54066781
4.663051476,-10.58068989
2.391531135,-8.512556074
3.308975678,-9.057752336
-1.333966082,-12.3382085
4.561113264,-10.71388028
1.584891946,-7.051818588
3.594314333,-8.920251865
-1.559455205,-11.03941244
5.365623661,-6.492145236
2.088345772,-8.898579031
2.616653473,-8.826534194
0.3036831056,-6.674292334
4.103768921,-2.321221662
1.94154489,-9.784676223
-0.5998951206,-10.18779495
2.648431108,-8.61244797
2.663358987,-5.575506798
2.328202842,-8.458264967
2.699708495,-7.435102923
3.414476772,-8.979094918
3.577216768,-9.218368226
3.097336531,-3.449012851
8.019289371,-15.00353087
2.459171531,-8.279088822
1.837301376,-7.177243331
2.86847637,-8.927039892
2.69415719,-8.770419504
2.337402288,-8.574345343
2.267899351,-8.534209213
2.385187035,-8.494632347
2.115275475,-8.577128126
-1.172342912,-6.539875841
4.176427134,-11.15530613
2.245134333,-8.022109024
2.515307444,-8.051812974
2.565684794,-7.702750288
2.774251818,-8.039607224
2.31663854,-6.771891638
3.824169383,-6.842072079
3.867955446,-6.992370264
2.360811022,-8.464401157
3.944000653,-9.206473988
-0.7144384534,-10.137617
2.708632488,-3.081425417
2.109375608,-9.142959169
5.296125994,-11.59618869
1.037634078,-9.442338214
-3.443244739,-5.690461404
2.499355187,-6.087451147
0.9978024625,-7.095733518
1.557241206,-9.518216557
2.693995867,-5.927586731
-4.357745757,-6.056957205
6.420202566,-13.74692312
2.548275909,-8.197735315
1.257599349,-8.738104786
3.936677793,-0.9061387302
4.50300292,-12.40305719
7.93669228,-15.41073064
2.386085198,-8.446800762
4.420060648,-2.965699093
-4.316236783,-6.583265268
2.226619174,-8.498559951
5.577947279,-12.3238673
2.457277163,-7.300000288
1.507791674,-9.44215622
5.664868265,-6.510007018
4.686908587,-12.41208424
2.679013944,-8.840088801
1.946008209,-9.343719637
1.930647952,-10.28022514
7.042075296,-15.12791015
0.974382754,-7.175810107
-0.5848483508,-9.752551217
2.78421824,-7.870201075
3.775584266,-4.604082225
2.751077028,-8.960126864
6.358791839,-12.91053903
2.547080208,-7.609881457
4.40640672,-11.16026532
-2.667575126,-12.67308119
2.029945635,-10.24593148
2.393123378,-8.452002505
2.56112889,-8.695612008
2.25216082,-7.445557851
-1.316033053,-10.91787165
2.333160708,-8.624624972
2.23396963,-8.769720782
-2.369633101,-6.141273506
2.707793974,-7.908554041
2.399393042,-8.402231561
2.502044691,-6.582436696
5.971622714,-12.16815722
6.708794984,-5.249328008
-5.545723851,-6.322678931
-1.322450152,-11.54516522
1.774421216,-8.505347751
2.393724139,-8.436464947
0.505748712,-9.623257135
1.215503763,-8.807105972
1.436234286,-7.020534604
2.354314984,-8.436969921
3.792017771,-9.172271897
7.281411951,-15.27781247
2.374319837,-7.905893099
3.935694218,-6.84269262
-1.597819939,-6.70954346
10.24217306,-18.32121476
1.948922837,-2.894499639
0.4106561365,-9.77727796
4.158277486,-3.691896634
2.153536157,-8.872782431
2.548631812,-8.123451295
4.02912431,-6.678164457
6.140660357,-6.554004408
7.221999247,-4.998034267
6.821456538,-14.28407096
3.927290647,-4.145801431
4.933954946,-6.882545299
-1.736547274,-12.07747772
2.974419754,-7.421358615
4.439660727,-0.9391853982
2.273598226,-8.843562124
2.620171045,-7.526457212
2.7964922,-7.511969216
6.466135239,-5.899248039
-4.4808511,-6.098785363
0.0006031290839,-6.749067745
3.449648638,-4.135155878
7.6881606,-5.948367022
1.900000644,-9.467275563
2.625057807,-7.605031826
1.309004698,-9.381481961
6.194476749,-14.47903001
0.5566695825,-6.732279681
0.8084662137,-9.567246049
2.705061707,-7.521177639
1.732861674,-9.57088477
3.111882005,-5.062835661
0.6835325752,-9.627551141
2.428616565,-8.03619013
-1.499650563,-11.7776817
6.26072923,-5.749086098
2.290939666,-8.501730894
1.507399533,-8.481261218
2.259847506,-8.521625327
2.376602038,-8.390718587
2.060730706,-8.828793214
7.006275093,-15.71710076
3.213671995,-5.114143933
3.783989222,-4.359430279
8.677316823,-18.083678
2.35593667,-7.493416764
-5.01334753,-6.189936041
4.295977634,-9.898497417
2.578113286,-6.675128235
3.225232381,-7.503759912
5.816749383,-6.329370758
0.8934324358,-1.349868574
0.1588806696,-9.678096682
3.569766196,-9.140365805
-3.392872374,-5.918552403
3.505758316,-8.855073412
-1.160641921,-6.874115036
2.361415939,-7.583539738
2.770381562,-5.74425062
1.810161598,-9.964348165
2.399687797,-8.456854102
2.391453601,-8.454261784
6.491023217,-6.444746776
2.363966423,-7.988577485
1.921581484,-7.065239251
2.191278112,-8.53026801
4.668363181,-11.26680731
5.90449405,-12.41329064
3.287180412,-9.190213487
-1.625972519,-11.7366938
4.531755062,-11.81729723
6.288512553,-6.24660585
2.290934991,-7.101814217
8.18419726,-16.66843337
1.366798441,-9.507049696
-6.943843941,-5.379552408
2.515436649,-7.387988066
0,0
3.201490092,-4.584359363
5.137912799,-11.37792021
-2.726673811,-13.94130546
-0.4660854066,-9.630451974
3.328845045,-7.043130911
6.994632467,-5.246136808
2.477221166,-7.755371453
2.331666218,-8.506160076
2.220796172,-8.809692809
6.466305166,-13.28478697
-1.973323183,-6.123274255
1.179385673,-7.148840498
4.375421268,-3.283422111
4.115324588,-9.87600528
-1.759885645,-10.82277055
1.873714073,-10.1153724
6.411696592,-5.542578355
3.472620289,-7.056435757
4.681978545,-11.42352971
2.406100123,-8.487230163
4.21096003,-3.55396582
2.200695069,-8.562812746
0.4990296304,-0.813428267
-3.83173086,-6.015471353
1.899430792,-9.156901928
3.902064674,-6.791199546
2.345504001,-8.673580163
4.539941212,-10.11720669
-0.5247191241,-6.544960156
-1.225810936,-10.51633794
2.469008991,-8.357941765
2.529669719,-8.645817722
2.46090692,-7.487034815
1.868380551,-9.794949276
2.460506957,-8.394151906
2.011567613,-9.137640296
2.050534145,-7.063507376
3.343764324,-9.173156192
3.463885065,-7.150830606
-2.557065998,-12.24095704
3.341062598,-4.783810681
5.968908033,-6.657678403
3.206396339,-7.027715311
0.9853914284,-9.581355918
1.899418701,-9.260497564
-0.9493671094,-11.03374265
4.129327421,-2.924851718
2.535421657,-6.42855554
3.641108069,-7.158615853
2.112433365,-2.741037471
-1.483168032,-10.32765715
6.413746741,-6.001698658
4.341357724,-6.664419316
2.795271577,-8.884347073
5.272755081,-6.562921835
4.938227915,-11.50029003
2.630882993,-7.698695441
3.009337075,-5.361171643
2.286332126,-7.268909665
-1.196554545,-11.15716345
2.339645135,-8.021601794
7.359519691,-14.6210729
-0.8407939194,-6.528269028
2.667430214,-7.797783443
2.072309968,-8.63645921
3.229953581,-7.426264604
4.102896667,-7.016949268
4.418604333,-10.90007955
1.775769638,-8.612830928
0.6482561526,-9.554469222
2.015003137,-8.927601572
-0.8757615468,-10.4487416
6.190048153,-5.887309567
2.241771807,-8.550927018
6.361972944,-15.01769047
1.934435429,-9.734042879
4.719959547,-6.685762146
2.387307338,-8.383726811
1.974973266,-8.547620352
4.167234602,-2.655045457
1.38861656,-8.682955593
2.530745879,-7.474705311
-3.381073199,-13.81788791
2.440435637,-8.351232826
4.169170331,-6.660668088
5.477343082,-12.23271708
2.347976151,-8.449704158
1.727029979,-7.094267022
2.57279084,-6.80434258
8.029227974,-6.042467201
2.84246735,-5.277059275
7.294000091,-5.56382419
